ID_REF,SRR1027183,SRR1027184,SRR1027185,SRR1027186,SRR1027187,SRR1027188,SRR1027189,SRR1027190
AL136984.1,16,32,7,12,1,0,0,0
SNORD14A,14,13,4,9,1,9,7,7
MIR139,0,0,0,0,0,0,0,0
AP002907.1,33,146,35,17,5,20,48,20
AC010245.2,7,2,3,4,2,4,9,3
AC016405.2,0,1,2,1,1,1,3,0
AL445647.1,0,0,30,0,15,0,0,0
GTF2H5,38,112,44,69,37,359,206,222
AC091965.4,0,5,0,1,0,0,1,1
AL499627.2,0,0,0,0,1,0,0,0
AL109742.1,0,0,0,0,0,0,0,0
AC007390.2,40,77,48,35,5,17,24,18
RNU6_6P,0,0,0,3,0,0,0,0
AC013472.2,1,1,4,3,0,2,2,1
AC016575.1,0,0,0,0,0,1,1,0
AL365181.2,0,2,1,0,1,53,20,13
AC005618.1,30,30,6,15,7,3,2,2
AC122710.2,0,6,1,2,0,2,0,0
AC004492.1,49,77,49,33,6,10,27,11
RN7SL828P,0,0,0,0,0,0,0,0
AC090186.1,3,46,7,1,0,0,0,1
AC124045.1,18,49,19,9,11,18,23,28
AL139423.1,4,9,10,9,3,35,92,47
AC004233.2,7,8,10,1,10,9,56,22
MIR502,0,0,0,1,0,0,0,0
AC008972.2,3,0,1,6,0,2,4,6
AL137127.1,4,4,4,3,3,9,10,5
AC091979.2,0,0,0,0,1,0,0,0
AC025181.2,17,7,7,7,19,15,11,5
AC080013.4,11,15,20,9,6,6,10,18
AL512413.1,2,4,5,1,0,5,0,2
AC087623.2,3,1,2,2,0,10,6,5
AC091614.1,0,0,0,0,0,0,0,1
RN7SL715P,1,0,0,0,0,0,0,0
AL024498.1,6,12,1,5,0,0,7,0
AL513218.1,5,7,3,3,0,0,0,0
,0,0,0,0,0,3,0,3
AC026741.1,7,7,5,0,3,2,3,3
Z84492.2,0,0,0,0,0,0,0,0
AL691432.2,19,15,19,12,19,62,48,47
AC244517.1,9,65,2,21,5,0,5,6
AC008906.2,0,1,4,2,2,5,2,3
AC011374.2,2,2,3,4,4,0,1,3
AL157884.4,0,1,0,0,0,0,0,0
AL136131.3,0,0,0,0,0,0,0,0
AC233992.3,1,0,3,0,2,1,1,3
AC006058.3,0,0,0,0,0,2,1,0
AC008966.2,2,2,0,0,1,1,9,3
AP006545.2,1,0,0,0,0,1,4,2
AL359715.3,14,23,3,10,0,21,13,8
AC091946.2,1,0,2,6,0,1,0,0
AC103810.6,0,0,0,0,0,0,0,0
AL451064.1,1,4,0,0,0,0,2,0
LINC01607,1,2,0,1,0,1,4,3
AC113349.2,0,0,0,0,0,0,0,0
AC022400.6,0,7,3,1,1,2,3,1
AL390719.2,0,5,1,8,2,19,15,6
AL359643.3,5,12,4,6,7,11,7,10
FGF14_AS2,1,4,7,8,3,24,5,10
AC025171.4,9,11,9,3,1,3,2,5
NFYC_AS1,23,24,9,10,5,2,6,3
ARF4_AS1,1,3,1,1,0,0,1,0
AC013403.2,4,2,2,3,1,4,4,1
AC112211.1,0,0,0,0,0,0,0,0
NBPF25P,1,6,0,3,0,8,4,3
AL365330.1,3,5,2,9,0,4,2,7
AC244517.2,2,5,1,0,2,0,0,0
AC055822.1,8,11,5,10,2,8,6,3
AC008280.3,4,2,1,4,2,8,4,12
AC107373.2,0,0,0,0,0,0,0,0
AL139022.2,4,3,4,1,0,1,6,9
AC087623.3,1,0,1,2,0,6,0,2
RNU4_5P,3,3,1,1,0,0,1,0
AL589739.1,1,0,0,0,0,4,1,0
AL024498.2,0,0,0,0,0,0,0,0
AF106564.1,0,0,0,0,0,1,0,0
AC005972.2,2,0,4,7,0,0,0,0
AC093416.1,0,1,0,0,0,0,0,0
AL606537.1,2,0,3,0,0,0,2,0
CASC15,190,173,65,95,51,77,138,172
AL355385.1,2,0,0,0,0,0,2,2
AC138696.2,0,0,1,1,1,1,0,0
U47924.2,1,1,1,7,1,17,24,8
AL050343.3,1,3,2,1,0,0,3,1
AC011306.1,1,0,0,0,1,0,0,0
AC012557.2,3,2,14,2,0,2,1,0
AC135507.1,1,0,0,0,0,1,0,1
AC005041.3,0,0,5,4,4,0,1,1
AP003392.5,0,0,1,0,0,0,2,0
AL024508.1,15,12,3,35,2,42,15,19
AC100812.1,0,8,0,0,0,0,0,1
AL356512.1,1,3,4,2,0,6,1,3
H2AC19,0,0,0,0,0,0,0,0
RN7SL803P,1,0,0,1,0,0,0,0
AC097358.2,0,0,1,0,0,1,1,0
AC004775.1,0,1,0,0,0,0,0,1
AL451050.2,1,0,2,2,1,1,3,2
AL023583.1,1,4,0,0,0,4,3,1
AC114760.2,123,103,115,36,9,5,10,2
AC002395.1,2,8,1,0,0,0,0,0
AL645940.1,1,3,1,0,0,13,5,0
AC108865.2,0,1,0,0,0,0,0,0
AC005072.1,11,19,5,6,0,1,1,1
AC103810.7,0,0,0,0,0,0,0,0
AL645933.3,6,16,1,8,1,55,17,72
AL136304.1,0,3,0,2,0,5,0,1
AL136985.2,1,0,1,4,1,0,0,0
MIR3666,0,0,0,0,0,0,0,0
RN7SL726P,0,0,0,0,0,0,0,0
AC008945.1,0,0,0,0,0,0,0,0
AL590438.1,5,0,6,1,2,7,3,2
AL645939.5,0,0,0,0,0,2,0,0
AC073065.2,0,0,0,0,0,0,0,0
AC011373.1,4,0,1,0,0,0,1,0
AC004908.1,6,5,4,2,0,5,2,0
AL356277.3,0,0,0,0,0,0,1,0
AC080013.5,1,4,0,1,0,0,0,2
AL138831.2,1,10,1,0,0,1,1,1
AP003117.2,2,2,2,1,1,0,0,1
RNA5SP386,0,0,0,0,0,0,0,0
AC022893.3,4,6,7,2,0,1,0,1
AC113361.1,1,1,3,4,0,1,0,0
AC044849.1,1,0,3,1,1,17,7,4
LINC01749,0,0,2,0,0,0,0,0
RNU6_89P,1,3,0,0,0,0,0,0
AC034198.2,2,4,2,2,0,7,2,3
AC009686.2,2,5,4,1,1,24,28,41
AC034236.3,1,0,0,0,0,0,0,0
AC021242.3,1,1,0,1,0,1,0,0
AL138724.2,1,1,2,1,1,26,20,21
IER3_AS1,0,1,0,0,0,5,4,3
LINC00551,0,0,0,0,0,1,1,0
AC092687.3,0,1,1,0,1,18,7,27
AL031963.3,1,0,3,3,1,7,8,1
AL512329.2,0,9,0,0,0,6,4,5
TPTE2P2,1,4,0,0,0,3,0,0
LINC02084,6,0,4,3,2,2,1,0
AL451165.2,11,7,5,2,6,44,20,16
AC083964.1,3,4,6,2,1,2,6,14
SNORD96A,0,0,0,0,0,0,0,0
AC018709.1,0,0,0,0,0,0,0,0
AC091544.6,0,0,0,0,0,0,0,0
,2,3,2,1,0,2,1,0
AC096721.1,0,3,1,0,0,0,0,0
AC096887.1,4,6,7,1,0,3,1,2
AC104113.1,0,2,1,1,1,0,2,1
IFNL4P1,0,0,0,0,0,0,0,0
AL133255.1,1,0,1,0,0,0,0,0
AL021368.2,15,25,16,10,0,5,3,7
AL022345.1,0,0,0,1,0,1,1,1
AL445309.1,34,30,40,23,6,3,17,11
AP003355.2,5,4,2,0,1,1,0,6
AC026801.2,17,8,1,15,8,9,4,4
AC012629.2,0,0,0,0,0,0,0,0
NUDT3,17,19,25,14,19,35,41,42
AC007128.2,9,2,0,10,0,0,0,0
AL353581.1,0,0,0,0,0,0,0,0
AC002044.1,2,0,0,0,0,0,0,0
KMT2B,252,180,115,387,62,573,1057,1188
AC011816.2,2,2,1,0,0,0,1,2
AC093297.2,93,209,74,119,67,10,29,47
RNU6_90P,0,1,2,0,0,2,0,0
AC067838.1,5,10,3,2,5,1,4,2
AL137003.1,23,46,57,44,18,92,135,74
AC116609.3,0,0,0,0,0,0,0,0
AC107952.2,3,4,0,3,0,3,1,0
SNORD114_21,3,3,0,223,1,0,0,0
AL031775.1,7,8,7,6,8,8,6,2
AC103810.8,0,0,0,0,0,0,0,0
AC116351.2,1,0,0,0,1,3,1,2
RNA5SP506,0,0,0,0,0,0,0,0
AC092354.1,1,1,1,1,0,0,0,1
AL080317.2,40,52,17,19,8,23,9,13
RNU4_89P,3,1,2,1,0,1,1,0
AC116036.2,0,0,1,0,0,1,2,0
AC005014.2,0,0,2,1,0,8,0,0
AL160408.5,0,1,0,0,0,1,0,0
AL158211.3,0,0,1,2,0,1,0,0
AC074032.1,3,15,4,5,2,17,7,12
AC008035.1,11,15,24,12,1,4,2,1
AC092354.2,1,1,1,0,0,0,5,3
AL591167.1,0,0,1,1,0,0,0,0
AC009102.2,0,0,0,1,1,0,1,1
Z97832.2,18,77,13,15,2,4,7,5
AC026979.3,7,3,0,5,3,5,5,5
AL008729.2,1,1,0,0,0,0,0,0
MIR3976,0,0,0,0,0,0,0,0
LINC02664,4,0,1,0,1,0,0,4
AC025171.5,5,4,3,3,2,1,1,2
AC006270.3,12,3,15,20,1,0,1,0
AC016405.3,0,3,1,2,0,0,5,2
AC015802.5,1,1,0,0,0,1,0,0
AL022345.2,0,0,0,0,0,0,0,0
POM121C,61,137,63,70,23,138,230,308
RNU6_92P,0,0,0,0,0,0,0,0
IFNL4,0,0,0,3,0,0,0,0
AC005392.3,0,0,0,0,0,0,0,0
AL138916.2,3,0,2,2,0,1,0,0
CD24,1299,4147,6314,735,1873,6985,5685,6172
AC103810.9,0,0,0,0,0,0,0,0
AL031775.2,4,18,10,13,1,2,7,1
AL365181.3,4,3,12,2,0,54,31,27
AC108102.1,18,7,6,7,1,2,1,0
AL022394.1,0,0,1,0,2,0,0,0
AC022384.1,0,0,1,0,0,0,0,0
AC116312.1,0,0,0,0,0,0,0,1
RN7SL778P,0,0,1,0,0,0,1,0
FAM47E_STBD1,0,0,0,0,0,1,1,0
AC025175.1,2,3,1,1,0,5,7,11
AC034229.4,6,5,4,4,0,0,0,0
AC090607.4,0,0,0,0,0,0,0,0
LINC01145,7,1,5,13,2,12,5,5
AL513477.2,0,0,1,0,0,2,0,1
AC009902.3,1,9,0,1,0,0,1,0
BX284668.6,0,0,3,4,0,1,1,0
AL450270.1,0,0,0,0,0,0,0,0
LINC02637,0,0,0,0,0,1,0,0
AC104117.5,0,1,0,0,0,0,0,0
AL031432.3,1,0,1,1,1,2,3,1
AC137630.3,0,0,2,3,0,3,3,5
RNA5SP357,0,0,0,0,0,0,1,0
CUX2P1,0,0,0,0,0,0,0,0
AL645608.6,0,0,1,0,1,1,2,1
RNU6_91P,3,5,2,3,0,0,0,1
AC080013.6,5,1,2,1,1,3,3,1
AL353588.1,3,5,5,3,3,1,0,0
OR13Z2P,0,0,0,0,0,0,0,0
AL118558.4,0,0,0,1,0,1,2,1
RNU6_84P,0,0,0,0,0,0,0,0
AL158850.1,2,1,1,1,0,0,0,0
AL135925.1,2,1,1,1,2,8,11,5
AL139246.5,3,2,1,4,2,9,11,2
AL391244.2,4,12,4,17,1,21,4,6
AC087045.2,1,0,2,0,1,3,4,1
AC113194.1,0,0,0,0,0,0,0,0
MIR432,0,0,0,0,0,0,0,0
AC139795.3,0,0,2,0,0,0,2,0
SNORD115_40,2,0,0,1,0,0,0,0
AP005328.1,0,1,0,0,0,1,0,0
U91328.1,7,16,11,8,4,48,49,43
AL357054.4,7,13,4,8,2,8,4,14
AL031768.1,1,4,5,3,0,1,0,0
AL021807.1,4,18,2,11,0,13,1,2
RN7SL760P,3,2,5,3,0,0,0,0
AL512283.1,2,1,3,2,0,1,0,0
AC006273.1,0,0,0,1,3,1,1,0
SNORD113_5,2,0,0,14,0,0,0,0
AL024507.3,9,11,8,3,2,6,5,7
AC144521.1,19,9,7,6,0,0,0,0
AL020996.3,0,0,0,0,0,0,0,0
AC010857.1,1,0,0,0,0,0,0,0
OR13Z3P,0,0,0,0,0,0,0,0
AC254633.1,5,6,4,2,6,2,7,9
AC022001.3,3,25,6,6,0,0,1,0
AL392183.1,1,7,2,3,0,0,1,0
AL132656.3,1,1,3,0,0,0,1,1
AL109659.2,1,2,1,2,0,4,5,2
OR1X1P,0,0,0,0,0,0,0,0
AC090948.2,24,9,22,8,2,1,5,0
AL662844.4,8,5,7,6,2,16,8,8
AC104958.2,1,2,0,0,0,6,4,2
AC104964.4,13,13,5,8,6,17,19,22
AL357078.2,5,2,3,6,0,0,2,1
RNU6_88P,1,3,0,3,1,0,0,0
AL136982.6,0,0,0,0,0,1,3,1
AC087752.4,4,3,1,1,4,2,0,0
AL121992.3,0,1,0,0,0,0,0,0
AL645608.7,14,2,5,5,3,44,34,30
CFAP206,2,1,5,2,2,0,1,0
AL355578.1,0,0,2,0,0,0,0,0
AL158211.4,1,0,1,2,0,0,0,0
AC036214.2,11,20,10,6,7,17,13,20
AC079610.2,0,0,0,0,0,0,0,1
LINC01023,4,0,0,5,2,26,5,6
AC099522.2,0,2,1,3,0,3,4,2
AC090948.3,27,8,14,5,1,1,5,1
SNORA28,146,70,63,195,14,0,2,0
RN7SL840P,1,0,0,0,0,0,0,0
AC005014.3,1,1,0,0,0,0,0,0
AL662797.2,5,14,4,3,0,4,1,5
AL021368.3,1,0,0,0,0,1,0,0
AL137246.1,0,0,0,1,0,0,0,0
MIR4787,0,0,1,0,0,0,0,0
AC023813.4,0,0,0,2,1,0,0,0
LINC02538,0,0,0,0,2,1,2,4
AC017048.3,0,0,0,0,0,2,1,3
AC012087.2,0,0,0,0,0,0,0,0
AC009974.1,1,0,0,0,0,3,1,1
GTF2IP13,7,12,4,6,6,25,20,17
U91328.2,0,0,0,0,0,0,0,0
OR51F3P,0,0,0,0,0,0,0,0
AL512343.2,7,14,2,7,0,0,0,0
AC016745.2,3,0,0,0,0,0,0,0
AC012511.1,2,1,0,0,0,0,1,0
AF250324.1,0,0,0,0,0,0,0,0
AC109347.2,1,2,5,0,3,5,4,7
AC005162.2,38,5,67,18,13,1,5,9
OR5BL1P,0,0,0,0,0,0,0,0
AL138762.2,1,0,0,4,1,0,2,1
MUSTN1,0,0,0,0,1,1,1,0
AL596325.2,6,39,8,5,1,15,25,9
LINC02098,0,0,2,0,0,0,0,0
AC027271.1,2,7,1,4,0,2,2,0
AP000347.1,21,40,7,30,6,9,16,6
AL031587.3,1,0,0,0,0,4,6,4
AL592494.2,0,0,0,0,0,0,0,0
AC139887.4,7,4,2,1,1,4,8,6
ZSWIM8_AS1,0,0,0,0,0,0,0,0
AL451049.1,1,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0
OR10AH1P,0,0,0,1,5,1,0,0
AC063944.3,0,1,0,0,0,0,2,1
AC016394.3,7,25,7,10,3,11,5,4
AC007308.1,0,0,0,0,0,0,0,0
AC010655.3,0,0,0,0,0,0,0,0
ZNF595,103,93,59,48,53,139,177,237
AC073073.2,13,30,8,13,8,9,14,7
AC015982.2,1,4,3,1,0,0,0,0
AC016252.1,0,0,0,0,0,1,0,0
MAGI1_IT1,39,95,29,21,4,7,4,4
AC026464.6,0,0,0,0,0,0,0,0
AC093673.2,0,0,0,1,0,0,0,1
AFAP1_AS1,46,702,21,30,6,12,20,4
AC010735.2,0,3,1,1,4,20,23,15
AP000919.4,5,6,4,5,2,7,6,4
AC021146.12,0,1,0,2,0,0,3,0
AC016542.1,6,18,6,4,1,1,1,0
AL731563.4,4,11,7,10,4,7,4,3
AC067750.1,27,22,9,7,5,10,17,16
AC097504.2,1,0,0,4,0,0,0,0
OR51F5P,1,0,0,7,0,1,0,0
,0,0,0,0,0,0,0,0
DOC2B,39,188,92,11,10,592,592,452
AC006027.1,0,0,0,0,0,0,0,0
AC015712.5,0,0,0,0,0,0,0,0
AP003121.1,0,0,0,1,0,0,0,0
AC097468.3,3,4,2,2,2,4,5,4
GTF2IP20,22,26,9,8,5,35,20,30
AC079766.1,0,0,2,2,0,0,1,1
AC005020.2,0,0,0,1,0,1,2,1
AC110792.3,7,13,2,6,3,1,4,2
AL358472.2,3,9,9,8,6,7,26,12
POLR2J4,5,1,1,4,2,17,9,2
AC024933.1,2,0,4,1,1,0,4,1
AP000317.2,0,0,0,0,0,0,0,1
AC090425.2,0,2,1,1,0,0,0,1
AC021097.1,0,0,0,0,0,0,0,0
AC073352.1,0,0,1,0,0,0,0,0
AC093635.1,2,0,0,0,0,2,1,1
OR51C4P,0,0,0,2,1,0,0,0
U62317.1,4,10,5,2,1,15,10,2
AC012306.2,2,0,0,3,1,2,8,5
AL590560.3,8,37,15,36,3,106,53,53
AL021707.6,10,3,5,3,0,33,28,23
AL391497.1,0,3,2,2,0,0,0,0
PCDHB16,46,327,4,60,9,14,81,116
OR5AO1P,0,11,0,0,1,0,0,2
AC124016.2,1,4,1,2,1,19,7,8
AC112503.1,0,0,0,0,0,0,0,0
AL355987.2,0,0,0,0,0,0,0,0
FAM223B,0,0,0,0,0,0,0,0
AC004471.2,1,0,0,0,0,5,1,5
OR9I3P,0,0,0,0,0,0,0,0
AC006333.1,27,41,17,34,7,76,60,43
AP005329.3,0,0,0,0,0,0,0,0
AC004832.4,0,9,3,1,3,0,0,0
LINC02018,1,2,2,1,2,3,1,2
AC092807.3,0,2,1,1,0,1,0,1
AC010997.4,0,3,2,10,1,0,0,1
AC073107.1,2,1,3,2,0,10,12,7
Z94160.2,0,0,0,0,0,0,0,0
GAS6_DT,8,2,2,0,4,32,17,18
AL359091.3,3,6,3,1,0,12,4,11
AC007620.3,7,12,13,4,0,1,4,1
MESTIT1,6,0,5,15,1,9,1,4
AC010913.1,0,0,3,0,0,19,21,38
AP005137.2,0,0,0,0,0,2,0,0
AC046143.2,2,3,1,0,1,7,1,3
AC133041.1,0,1,0,1,0,0,1,0
AC019069.1,3,17,3,2,3,10,13,14
AL139098.3,0,0,0,0,0,0,0,0
AL157904.1,0,0,0,0,0,0,0,1
AL121658.1,0,4,2,1,0,3,1,1
AC112236.2,3,0,1,0,0,5,5,3
AC006483.2,0,0,0,0,0,0,0,1
AL022322.1,2,7,3,4,1,12,41,24
AC131235.3,1,1,2,0,0,3,0,0
LINC02266,0,0,0,74,0,0,2,1
AC009336.1,0,3,0,2,0,0,2,2
AC004982.1,22,1,21,8,5,12,12,13
AP000345.2,1,0,0,0,1,5,5,0
ADIRF_AS1,13,34,2,25,6,275,217,168
AC007881.3,0,0,5,3,0,0,0,0
AC005323.2,0,0,0,0,0,0,0,0
AC069257.4,0,0,0,0,0,0,0,0
AC135457.1,0,0,0,0,0,0,0,0
AC107214.2,1,3,3,2,2,4,0,1
AC004948.1,0,0,0,2,0,2,0,0
AP005131.7,31,54,24,37,3,5,3,4
AC063962.1,0,0,0,0,0,0,0,0
AL592148.3,63,55,41,44,8,4,9,17
STAG3L5P_PVRIG2P_PILRB,3,4,9,4,2,21,7,5
AL133245.1,4,3,0,1,0,0,0,0
AC245297.2,0,0,0,1,0,0,0,0
AC083798.2,21,37,20,17,6,26,38,29
AC093726.1,0,0,0,0,0,0,0,0
AC115284.1,0,0,0,0,0,0,0,0
AC103702.2,0,53,3,0,1,0,0,0
AL596094.1,0,2,0,0,0,1,3,1
JMJD1C_AS1,7,7,7,8,2,8,9,7
AC004854.2,2,2,7,1,4,8,8,4
AC097532.2,3,0,0,0,0,3,0,0
AC005696.2,0,0,0,0,0,0,0,0
AC104109.3,0,0,0,0,0,1,2,0
AC112219.2,0,0,0,0,0,0,0,0
AC019131.2,6,10,2,5,2,3,6,6
AC245060.4,33,75,30,27,25,103,135,104
AC147067.2,1,0,0,0,0,1,3,7
AC019193.2,0,0,0,0,0,0,0,1
AC253536.6,5,6,8,8,0,2,3,1
AP000864.2,2,4,0,0,0,0,1,0
AC010976.2,0,0,0,0,0,5,7,18
AC073389.3,4,4,1,5,0,1,0,2
AC126283.1,1,0,0,0,0,1,0,0
AC092954.1,1,0,0,0,0,0,0,0
AL008721.1,0,0,0,0,0,1,0,0
AC006238.1,0,0,0,0,0,0,0,2
AC021851.1,1,17,5,0,1,4,3,4
AC004080.5,0,0,0,0,0,0,0,0
KRTAP10_7,0,0,1,0,0,0,0,0
AC007038.1,35,29,24,14,4,2,5,4
AC015712.6,4,10,6,26,5,45,294,106
U91328.3,0,0,1,2,0,0,0,0
AC004908.2,1,4,1,0,2,2,2,3
AC093732.2,1,1,0,0,0,0,0,0
AC098850.4,0,0,0,0,0,0,0,0
AL359198.1,0,0,0,0,0,0,0,2
U62317.2,13,18,22,10,6,95,75,33
AC073610.2,0,0,0,0,0,16,15,19
AL445423.1,1,1,1,0,1,1,0,6
AC245100.7,0,0,0,3,0,2,7,2
AL844908.1,4,5,4,3,1,3,0,4
AC002470.1,1,1,1,3,1,2,4,2
AC027644.3,2,0,0,2,1,1,2,1
AC022296.4,0,0,0,0,0,0,0,2
AL022238.3,1,1,0,1,1,4,17,2
AL022328.1,0,4,3,5,0,7,7,5
OR10AE3P,0,0,0,0,0,0,0,0
AC011899.3,1,0,1,0,0,0,0,2
AC092902.2,0,0,0,0,0,0,0,0
AL139393.3,14,6,9,21,32,65,39,93
AL391834.1,14,4,9,6,1,5,19,8
AC211476.4,4,8,5,5,0,0,0,0
AC074044.1,0,3,1,0,0,0,0,0
AL135910.1,5,7,1,4,0,6,8,4
AC084018.1,12,3,0,4,1,1,5,2
AC096772.2,0,0,0,0,0,0,0,0
AC069544.1,3,7,2,5,1,8,2,2
AC004839.2,2,3,0,2,0,1,1,0
AC104458.1,0,0,0,0,0,0,0,3
AC112250.2,1,0,2,2,1,1,1,1
Z93930.3,5,4,6,1,0,0,4,0
AC012360.2,1,1,2,0,1,1,0,0
AC106052.1,0,3,0,1,0,0,0,0
AC135803.1,0,2,1,0,1,0,1,1
AL591686.2,0,0,0,0,0,0,1,0
AL135786.2,2,0,0,0,0,0,0,0
SAP30_DT,2,22,6,2,2,12,34,23
AL159169.2,9,5,13,8,2,5,4,5
AP000525.1,0,2,1,0,0,1,0,1
AL034548.1,0,0,0,0,0,0,0,0
AL161734.1,0,0,0,0,0,0,0,0
OR2BH1P,0,0,0,0,0,0,0,0
AC113189.4,0,0,0,0,0,0,0,2
AC092574.1,3,2,5,2,1,0,2,1
DCP1A,297,458,347,154,153,805,1473,2079
CSPG4P5,0,0,0,0,0,0,0,0
LINC01578,768,667,696,796,85,593,798,571
AL133551.1,4,6,3,3,0,1,1,0
AC004982.2,12,1,12,4,2,28,42,37
AC009303.3,12,15,10,1,0,0,0,0
AL355987.3,0,0,0,0,0,3,1,0
AL109827.1,0,0,0,0,0,0,0,0
ATP6V1FNB,7,8,8,10,2,74,32,55
OR10Q2P,0,0,0,0,0,0,0,0
TBC1D8_AS1,1,4,1,3,1,9,4,9
AL390726.2,0,2,0,1,0,0,0,0
AC018648.1,0,4,2,0,0,1,0,0
AL353708.3,4,8,4,3,1,3,0,0
AC006033.2,7,3,8,12,4,2,2,0
AL122035.2,7,12,9,3,1,9,7,11
AC090425.3,0,3,6,2,0,1,0,2
AC005696.3,2,1,2,2,0,2,1,0
AL356608.1,1,0,0,0,0,1,0,0
AC009237.14,20,7,14,2,7,7,16,11
AL359532.1,1,4,4,2,0,0,5,2
AC018635.2,0,0,0,0,0,0,0,0
AC022400.7,2,1,2,4,0,0,6,6
AC010186.4,1,1,2,0,1,0,0,0
AC005070.3,82,79,50,32,8,8,26,10
hsa_mir_1253,0,0,0,0,0,0,0,0
AC005832.4,0,1,0,1,0,0,0,0
AC107294.1,0,1,0,0,1,0,0,0
AC092139.1,0,0,0,0,0,0,0,0
AC107464.3,1,1,0,1,1,5,7,2
AC099568.2,0,6,4,4,2,1,2,0
AL391121.1,0,0,0,0,0,0,0,0
AL390726.3,0,0,0,0,0,0,0,0
AC096586.1,0,0,0,0,0,0,0,0
OR6U2P,0,1,0,0,0,0,0,0
U62317.3,1,5,0,0,0,1,2,2
AC083862.2,2,9,10,3,3,1,7,11
AL022324.3,0,0,0,0,0,0,0,0
AC079834.2,1,3,0,1,2,0,1,1
AL356299.3,1,7,4,0,1,1,2,0
AP001412.1,0,0,1,1,0,0,0,1
,0,0,0,0,0,0,0,0
AC093799.1,5,5,7,8,0,7,5,10
AC092171.4,0,3,3,5,1,1,0,1
AP000553.2,2,1,2,1,2,2,0,1
AP000322.1,0,0,0,0,0,0,0,0
OR7A19P,7,9,10,4,0,0,0,0
AC064836.2,1,1,0,0,0,2,0,0
AC073352.2,0,0,0,0,0,0,0,0
RBAK_RBAKDN,0,0,0,0,0,0,2,1
AC024243.1,0,1,0,3,0,1,2,2
AC107294.2,4,5,2,1,1,5,9,14
AL365181.4,0,0,0,0,0,1,1,1
AP000350.5,0,1,0,1,0,0,0,0
MYHAS,6,0,1,0,1,4,9,5
AL008721.2,30,75,29,50,5,22,12,15
AC093388.1,6,6,4,1,0,4,2,4
Z94721.2,16,20,23,13,2,0,3,1
AL355816.1,0,0,0,0,0,0,0,0
AL117339.4,27,67,30,20,2,4,5,7
AC007349.4,1,0,0,0,0,0,0,0
AC009570.1,1,0,1,1,1,6,1,3
OR5AL1,0,0,0,0,0,0,0,0
AC022392.1,0,0,0,0,0,0,1,0
LINC02012,1,0,0,4,0,2,3,0
AC084036.1,6,13,7,9,1,16,14,9
AF129408.1,0,0,0,0,0,0,0,0
AC012360.3,34,50,50,24,3,56,20,19
AC097505.1,2,0,1,1,0,1,0,0
,2,0,0,1,0,1,0,2
AL731533.2,0,0,0,0,0,4,7,10
AL355388.1,7,8,11,12,4,3,2,1
ARL2_SNX15,0,0,0,0,0,4,0,0
AL078644.2,3,7,1,5,2,14,6,13
AC009229.3,1,0,0,2,1,0,1,0
AC021205.3,4,12,4,1,0,3,3,3
AC010864.1,1,0,2,2,6,3,1,4
AL360270.3,2,0,3,3,1,3,1,1
AC092681.3,0,0,0,0,0,0,0,0
AL353600.1,0,0,1,0,0,0,0,0
AC117490.2,0,2,1,0,0,0,0,4
AC018645.3,3,11,4,0,4,7,17,18
AC008124.1,124,149,106,92,45,145,182,157
AP000240.1,3,2,3,3,2,1,0,2
FAM106A,18,71,12,5,0,6,20,8
INTS4P2,1,3,3,0,0,0,0,0
AC009690.3,0,0,0,0,0,0,0,0
AL358472.3,3,2,3,4,3,4,4,9
AL844908.2,0,1,2,0,0,2,0,4
DGCR9,3,32,9,1,0,2,8,1
LINC02035,67,115,112,85,27,42,40,67
AC007684.2,17,15,7,5,2,1,1,1
AL390726.4,0,0,0,0,0,0,0,0
AL365203.2,12,16,10,34,3,169,67,199
ATF4P2,0,0,0,0,0,0,0,0
AL022334.2,0,0,0,0,0,1,2,1
C2orf15,7,16,15,7,19,28,21,9
AC012531.2,0,0,0,0,0,0,1,0
AL121845.2,0,0,0,0,0,0,0,0
AC012531.3,0,0,0,0,0,0,0,0
OR51F4P,0,0,0,1,0,0,0,0
AC005046.2,5,50,1,3,0,8,21,14
AL354694.1,1,1,0,0,0,0,4,0
AL359921.2,6,2,5,5,1,23,11,35
AC239803.1,0,0,0,0,0,0,0,0
CDC37L1_DT,3,1,2,2,1,16,7,5
AL449106.1,6,3,12,5,3,4,11,4
AC007250.1,0,0,0,0,0,0,0,0
AC017083.1,2,0,1,2,0,1,2,0
AL355987.4,15,18,5,10,1,13,10,9
Z99755.2,1,0,0,1,0,0,0,0
AC211433.2,0,0,0,0,0,1,0,0
AC073869.3,0,0,1,0,0,0,0,0
AL021707.7,2,0,0,2,0,5,10,4
AC110609.1,0,0,0,2,0,0,0,1
GRIN2B,8,672,22,5,12,8,54,19
AC009309.2,2,3,0,4,1,2,1,1
Z73429.1,0,0,0,0,0,0,0,0
AC092171.5,2,1,10,0,3,0,2,2
OR52E1,0,0,0,0,0,0,0,0
AL713999.1,0,0,0,0,0,0,1,2
AC007378.1,3,11,2,1,1,1,3,0
AP000255.1,4,3,1,7,2,1,1,2
AC097065.2,1,0,1,4,0,1,0,1
AL021707.8,3,6,0,1,0,8,8,4
AC005303.1,0,0,0,0,0,0,0,0
AL596442.2,2,0,2,0,1,3,7,3
AP000569.1,1,0,2,0,1,0,0,0
AP000322.2,0,0,0,0,0,0,0,0
