ID_REF,SRR1027177,SRR1027178,SRR1027179,SRR1027180,SRR1027181,SRR1027182,SRR1027188,SRR1027189,SRR1027190
USP2,32,3,8,19,6,4,197,131,306
CASR,14,10,13,6,10,6,0,0,0
TUBG2,156,47,87,52,62,80,214,163,163
RPL26L1,76,67,62,24,52,27,150,94,81
FLT4,61,127,114,65,88,39,182,321,335
NSUN2,1437,1181,737,371,715,470,884,1067,1218
FBXO42,528,285,272,361,291,213,300,451,550
MFAP3,571,297,364,360,392,208,145,212,444
MRI1,195,112,107,151,163,57,213,238,122
METTL1,223,101,74,54,90,41,176,241,222
HOXC8,67,45,47,45,32,7,27,21,36
AGA,215,236,192,192,171,220,467,290,255
PI4K2B,325,173,224,166,198,90,114,167,134
BOD1L1,830,1302,1214,899,1051,629,438,750,1193
MAT2B,601,366,445,370,561,278,477,566,676
TLL1,109,30,60,159,53,19,45,205,226
EDC4,515,225,196,215,216,112,386,607,493
TRIO,1780,2233,1410,1688,1243,912,1122,2509,2771
VCAN,3727,4678,5763,12373,3790,1791,496,3424,3867
CLEC16A,284,331,217,287,203,215,295,446,463
MSR1,3041,594,528,1735,918,544,43,99,57
CDH1,5826,5588,4314,2053,4964,1146,4967,8710,11536
MTREX,1267,799,994,659,1206,710,824,1091,1455
DNAH5,381,640,273,155,477,196,402,230,178
ZFYVE16,611,739,806,815,749,593,362,886,1232
RIPOR1,149,163,183,158,127,90,819,1128,1389
C6,36,6,9,49,8,5,13,3,8
RAI14,370,235,206,527,218,132,449,953,1160
SOX30,4,4,5,3,7,3,3,1,6
PNKP,162,306,237,88,187,143,415,257,191
BEST2,4,4,4,6,4,1,5,1,2
PHLPP2,530,529,326,248,282,155,246,423,770
SPDL1,165,95,116,94,110,104,81,95,95
STAU2,871,651,450,325,506,524,351,395,464
SLC66A1,107,40,33,46,62,67,85,74,96
CTNS,202,65,61,93,62,52,129,167,149
RTN4R,30,13,10,11,16,8,24,34,53
PHF23,305,232,172,169,273,134,677,761,873
CDH10,2,6,5,2,6,1,0,0,0
INPP4A,516,302,395,367,393,309,208,386,400
RAB27B,581,999,997,602,647,384,596,454,463
PSMA4,1140,619,733,506,875,420,818,860,665
MYO16,11,8,12,160,21,29,4,3,8
LSG1,1721,413,460,260,549,278,708,693,1063
PARP3,135,105,85,82,131,112,474,398,344
TNC,3581,438,841,1885,2025,152,3809,10584,7510
THAP3,62,54,50,39,33,40,120,125,152
RIPOR3,90,63,69,90,74,56,71,95,165
TDP1,249,123,98,142,153,106,174,212,184
AIFM2,567,301,135,168,157,132,131,130,146
C2orf83,3,35,8,5,1,3,1,1,0
AL049834.1,118,62,78,98,88,33,129,133,92
MED17,86,69,68,80,70,62,138,182,176
RETSAT,1599,723,689,670,1030,467,1090,606,607
CAPG,2247,298,466,678,1197,579,1674,708,643
AP2S1,540,213,223,212,184,185,592,507,358
USH2A,20,27,28,54,37,23,6,0,1
ZPBP,2,0,1,3,2,0,1,1,1
TG,11,132,56,67,57,23,3,9,4
ADAM28,346,88,141,183,379,106,110,113,41
BARX2,193,31,26,19,36,75,823,558,1058
DCUN1D1,1792,323,432,334,403,255,190,415,412
JADE2,442,341,421,316,735,294,298,329,461
ZIC2,3,25,19,1,6,1,3,0,0
LCP2,485,128,211,214,197,174,183,276,420
TRIT1,362,114,129,89,135,92,215,238,184
ADRB1,7,3,2,6,1,3,6,7,6
GUCA2B,2,0,1,2,3,1,0,0,0
CUL7,949,445,466,362,556,243,585,683,642
CTNNA1,1048,1556,1723,1494,1399,997,6412,8632,10023
PHKA2,421,377,385,250,317,194,541,498,470
CNTLN,194,108,171,167,198,179,88,178,237
EPHA3,120,80,63,100,49,25,44,111,124
HSPA5,9741,2531,2633,1792,5884,2395,26920,24159,82639
DSG2,5376,1097,1028,965,1147,918,1923,4827,4434
GEMIN8,157,125,113,137,155,82,301,203,157
OFD1,811,405,556,329,500,323,617,974,767
GPM6B,62,102,109,170,61,43,796,1368,1369
MAGEC2,1,5,5,8,5,0,0,0,0
PREX2,157,201,274,328,249,104,212,531,638
WDR37,779,230,213,252,262,136,318,389,435
YTHDC2,448,587,689,412,552,461,443,684,699
CTPS2,1344,375,589,308,572,278,441,368,372
ATP6V1H,441,628,367,223,215,393,700,604,629
POLR2B,1462,1499,1288,808,1188,773,1270,1406,1923
FAM214A,454,623,456,969,605,1273,722,869,974
ARAP2,586,239,319,243,391,141,541,1192,1356
TPR,3224,1471,1901,1460,1596,918,1326,1916,3153
CP,4085,18,45,30,242,10,3360,135,369
KIAA0556,493,550,361,400,375,309,289,341,412
DTNBP1,162,71,91,73,108,64,158,175,185
XK,26,30,35,6,25,8,26,28,25
ANO2,26,55,77,61,44,16,40,110,103
C12orf4,317,185,181,256,228,180,134,152,194
SCML1,270,67,99,160,64,199,398,518,585
WWC3,883,483,601,515,490,174,753,641,837
ARHGAP6,66,33,55,71,46,17,86,159,253
FAM184B,54,30,23,15,20,27,15,26,30
MAP4,1700,2083,1512,1874,1307,1119,3343,4968,6535
GOPC,668,382,493,561,621,206,375,526,844
ROS1,5,4,2,8,5,3,0,0,0
USP28,471,159,149,372,200,102,214,290,276
HDAC9,176,97,152,161,119,66,82,204,113
TSPAN17,454,375,355,206,365,223,237,208,126
NOP16,124,108,80,57,87,72,587,477,601
CC2D2A,125,171,139,202,213,141,281,298,421
RRM2B,1532,1026,1069,560,1039,491,358,447,496
ZNF800,700,387,389,452,468,414,452,752,1304
TNFRSF17,18,4,8,8,5,15,1,3,2
SNX29,419,300,409,586,379,221,283,518,745
LMO3,17,70,47,93,37,86,14,18,13
MRPS10,674,168,236,143,231,71,269,226,260
GUCA1A,2,4,5,3,5,1,1,0,1
RSF1,1354,999,832,774,898,544,475,1159,1756
VPS13D,3240,1675,1605,1807,1526,1528,725,1046,1169
CELF2,438,234,415,720,325,175,212,650,1101
FAM120A,2657,1737,1603,1020,1521,1210,2054,2234,3034
R3HDM1,276,211,210,174,213,197,358,307,353
COL9A2,394,320,383,53,219,13,385,185,242
KITLG,974,799,1015,1060,801,717,928,741,1351
ERCC8,141,67,83,83,97,52,40,65,46
ADAMTS6,94,87,100,226,87,39,10,33,26
H6PD,858,700,727,1097,638,441,696,909,1237
VAMP3,1513,916,602,617,560,477,1082,1139,1368
PER3,227,519,466,581,386,463,287,247,973
UTS2,2,4,3,9,2,0,2,0,0
TNFRSF9,87,25,33,38,34,48,11,39,24
EPN3,196,209,243,15,161,90,92,51,53
LTBP1,1786,341,472,293,649,85,335,863,1329
RCN1,197,107,154,142,302,26,341,680,580
ELN,367,578,1152,2975,1159,175,335,763,2989
RFC2,306,113,113,91,131,109,259,219,175
ARID1B,1511,981,1083,1217,1029,445,821,1632,2238
CLPTM1L,1605,894,605,420,956,613,1023,900,834
NEDD4L,588,497,535,300,396,314,5546,6406,9712
FOXP3,10,13,19,16,28,23,17,13,11
PPP1R3F,44,51,29,47,56,29,58,63,39
HEXB,1738,688,786,1066,1048,613,1272,1357,1357
PTCD2,157,174,180,134,178,154,68,72,74
NEXMIF,10,163,135,67,99,6,10,23,41
JKAMP,772,287,361,324,397,308,212,267,282
DKK3,754,488,305,508,238,85,915,1120,2292
ARHGEF5,137,53,55,47,59,56,474,393,877
NFE2L3,1189,116,109,165,87,224,140,220,112
MCUR1,584,240,391,158,356,312,582,570,658
LIMA1,1396,913,1097,1512,831,331,2939,2983,5157
LETMD1,422,253,312,205,467,246,1132,873,941
SLC4A8,370,324,645,417,534,168,121,63,53
LAMC3,15,31,30,71,45,8,95,334,194
PTGER3,515,106,346,751,246,185,201,209,293
TNIP3,32,7,7,9,9,6,9,92,9
MAPK9,466,524,395,360,387,287,468,553,500
COL23A1,7,13,19,12,21,10,88,83,116
BCAR1,385,196,133,163,130,61,1701,2042,3263
FAM160A2,205,115,140,205,162,152,496,484,585
HERPUD1,891,550,666,684,984,794,3928,6258,17297
HOMER3,172,117,103,86,88,53,190,177,166
RAD51,10,2,2,1,2,6,1,1,1
POLQ,349,133,104,53,84,99,6,30,10
PIK3CB,1811,403,439,391,533,329,379,447,525
CYBA,1453,244,297,332,947,184,454,440,226
THOC3,8,16,13,8,19,7,13,4,8
HEBP2,1036,436,459,333,381,240,773,1092,1302
MPHOSPH9,432,254,521,181,447,221,98,105,91
PLEKHA5,315,208,176,321,159,105,365,572,726
PRSS8,947,826,507,484,359,577,1847,5863,7795
SIKE1,768,383,384,487,394,267,191,326,414
RRP12,438,162,188,125,182,138,1048,1979,1660
FNIP2,345,196,231,497,247,308,417,1206,1740
MSMO1,835,400,362,244,494,843,2333,2538,2129
TTC17,1654,671,610,852,1050,568,1211,1448,1508
ALX4,5,6,19,38,34,2,53,251,320
FSTL4,23,28,20,31,19,79,8,12,13
FOXN3,666,402,591,790,539,164,344,1158,1691
METTL24,2,5,2,20,5,3,4,35,17
AKR7A2,260,138,80,152,274,226,478,332,210
MRTO4,430,200,150,136,190,149,452,548,522
NNAT,20,12,13,24,7,4,55,30,35
USE1,146,65,57,53,116,35,236,192,138
MCF2L2,76,22,36,39,32,19,8,9,11
NRIP2,54,56,67,44,38,23,124,140,167
LAMA3,66,2941,1227,397,522,893,1810,4299,8297
AP5M1,723,246,296,426,422,316,303,383,300
ANAPC4,203,261,261,248,228,171,201,290,217
KCNQ1,30,31,27,39,37,16,152,50,72
TRAPPC3,944,321,356,268,508,307,804,611,430
THRAP3,2727,1470,1329,924,1634,936,1421,2077,2299
PHPT1,235,307,206,180,215,138,534,307,196
ENTPD2,18,12,13,10,9,25,281,221,208
LY75,85,22,53,31,102,69,104,116,240
ARID4B,1259,769,751,809,782,531,985,1486,2376
OPN3,253,35,31,44,36,8,92,125,104
SDCCAG8,714,270,235,253,232,171,308,307,299
PTPRN,10,10,11,19,23,8,18,143,43
HHAT,198,183,251,186,236,141,155,131,182
KIF1B,1918,1135,986,882,790,719,1232,2930,3053
FOXC1,161,27,51,21,47,14,794,626,1593
TBC1D22A,323,165,162,128,199,140,327,248,213
SYNE2,2226,1915,2653,1761,2424,2332,1430,3068,3226
PLEKHH1,41,80,79,78,82,20,260,331,341
ATP9A,4984,4299,3171,1671,4393,673,651,749,1117
SPO11,1,1,2,2,1,0,0,0,0
CBLN4,3,23,11,9,13,12,7,9,3
CHRDL2,33,10,7,23,14,5,73,22,3
FAM168A,1058,388,483,1028,501,234,931,1086,1563
RELT,129,38,55,62,52,30,209,504,563
GALC,759,167,306,433,411,102,313,373,519
NOP58,1479,606,566,254,545,379,2039,1414,1384
SZRD1,1652,576,528,552,751,391,1633,1750,1994
KCNH2,5,7,11,3,93,220,8,9,4
CUL1,729,494,580,445,831,612,649,1104,1240
FAM114A2,486,227,289,272,332,179,164,188,267
CYFIP2,122,127,86,128,168,227,209,156,160
TAB2,1931,619,820,859,613,337,2214,3002,4429
GINM1,1650,396,628,399,725,172,517,805,814
EIF2AK2,6914,1480,1632,1550,1862,2391,593,929,1021
AC022966.1,455,421,359,191,285,256,1105,2306,2123
KMT2C,1095,1590,1753,2299,1434,1490,1163,2812,2854
MCOLN3,62,75,63,54,25,116,55,49,81
CCDC85A,19,12,8,16,64,2,12,25,39
PUM2,3810,1924,2397,1561,2950,1502,1277,2716,3833
MRPL43,407,207,216,141,252,251,377,338,229
ITIH4,3,3,7,7,8,3,3,12,4
ITIH1,12,20,13,22,25,11,2,2,1
HPF1,161,93,82,63,108,72,102,78,80
ZFR,1487,985,839,701,888,558,1236,1833,2491
ZNF280C,120,78,120,87,97,43,25,39,46
NPFFR2,2,3,5,26,0,0,15,29,6
PHF21B,8,33,9,9,75,136,10,22,22
TRAF1,248,128,150,104,139,113,338,623,276
RC3H2,2492,1766,1625,978,1588,939,416,1003,1307
IL17RB,412,140,79,51,407,161,254,171,143
TRAF3IP2,221,95,159,182,271,60,804,1186,1693
GYG2,46,84,61,281,70,17,59,45,30
DCBLD2,843,522,300,527,424,184,273,619,735
SERPINB3,1,1,1,0,0,0,0,0,0
SOAT1,913,317,466,631,475,351,293,494,614
PKP2,354,80,142,184,355,7,527,491,944
MSH4,2,18,13,13,11,8,2,2,1
F7,15,7,12,39,9,2,7,13,19
GDI2,6469,1480,1624,1445,2459,1255,4346,4775,3268
PRDM1,402,156,218,191,188,198,351,1150,2934
ATG5,366,247,268,303,322,129,468,463,463
TMCC3,171,63,82,120,88,63,70,281,588
PITHD1,394,221,193,161,244,153,968,706,931
MTA3,897,304,388,252,450,384,571,489,444
USP13,812,223,280,199,475,259,236,406,596
ATP11B,2504,451,588,763,501,330,504,1009,1449
LAMC2,510,47,156,153,277,41,4232,4740,5978
CDK14,934,305,395,836,359,225,244,444,543
SEC61A1,4465,1877,1894,1914,2586,1805,3138,4774,4644
PPP1R12A,1975,1073,1036,867,881,510,1032,1938,3158
RASGRF1,11,15,15,21,34,9,5,9,6
CAMK2B,10,25,12,59,15,18,169,168,87
CROCC,155,200,138,122,138,71,268,283,275
POLR3E,749,648,498,279,453,469,681,877,813
ATP2B4,1801,883,1622,2053,2463,970,700,1555,1700
ZC3H11A,9,9,7,25,12,8,13,18,23
RIOK2,322,248,282,242,322,139,422,253,460
YIPF1,907,294,358,227,440,294,627,309,289
NDC1,2142,346,408,279,492,382,193,372,434
DGKG,28,19,22,34,42,9,17,24,33
FLYWCH1,227,253,210,146,186,162,320,447,712
UNKL,131,280,188,122,122,117,116,130,153
TBXAS1,359,98,105,185,186,66,59,85,55
PARP12,1390,190,220,307,324,344,284,403,274
ALDH18A1,4551,787,993,919,1354,815,880,824,785
TARBP1,1063,428,447,458,476,564,621,911,667
GATB,192,171,135,96,177,89,168,143,105
MXD1,287,182,152,162,153,101,1207,2774,2621
CDK17,714,718,600,511,595,487,382,1095,1471
DNAJC25,235,118,134,72,134,73,163,156,206
SLC2A3,367,154,273,188,249,254,4617,6658,12133
PSD,46,26,28,28,198,154,64,82,66
CTDP1,143,213,134,108,126,86,215,368,495
YBX3,263,262,204,332,202,212,9372,6788,8353
STYK1,87,19,22,19,46,69,110,94,127
WNK1,2667,2316,1890,2201,1641,2017,1721,3505,5896
RPS17P5,0,1,1,2,0,0,0,0,0
CCAR1,981,635,581,426,474,396,964,1205,1505
OGFR,475,376,362,195,289,152,390,696,703
GNA15,245,22,34,63,151,40,537,435,325
CREB3L3,10,7,7,9,14,2,1,1,0
PIGV,175,127,130,133,209,129,164,141,157
PTPRU,123,368,196,174,98,141,152,380,421
SNRNP40,864,375,358,223,444,287,378,376,433
RIMBP2,10,18,22,18,28,7,8,8,32
COL11A1,1842,1657,597,3409,245,146,24,74,53
QSER1,1160,593,1077,782,857,500,395,978,1264
MPC1,509,88,80,102,98,38,218,236,171
ACAA1,391,273,300,271,401,321,822,422,359
BCAT1,424,125,138,635,163,109,14,76,32
HDAC7,394,329,350,295,357,276,931,1382,1057
LZTS1,67,62,35,70,34,34,94,149,303
PRDM6,48,55,102,129,79,12,15,31,74
WNT8A,1,1,3,1,5,2,1,0,0
SPAG4,54,24,27,19,33,50,44,47,28
NCKAP1,5254,1623,1829,1796,2315,1783,2138,3389,4255
MRPS35,1066,464,455,346,618,451,799,813,526
GUCY1B1,155,137,133,207,342,49,164,387,347
SFSWAP,197,209,335,180,275,127,615,1015,1370
TNK2,522,205,189,156,235,240,638,659,686
MON2,610,677,776,889,539,462,738,1101,1571
CDH3,696,112,108,72,97,19,1751,2175,2257
ARSF,5,4,1,7,4,0,3,2,1
GPBP1,1305,1260,1390,971,1398,807,4567,3120,3249
DGAT2,135,15,30,346,156,41,30,22,17
ZNF112,132,109,71,77,101,52,30,24,39
CS,1146,420,494,464,459,552,1949,1798,1817
LTK,8,3,6,5,14,0,8,11,7
MRPS24,5,2,5,5,6,2,99,333,173
ELMO2,719,337,327,236,287,195,489,499,507
WAPL,3314,752,1186,900,1207,907,1169,1722,3012
VMP1,5362,3285,3503,2214,2676,2020,1770,5277,2709
APPBP2,2061,1311,1341,606,1187,554,440,639,736
POLD1,351,230,177,62,185,94,222,240,124
SEZ6,18,26,24,28,85,31,2,2,3
EIF4B,2801,1627,1872,1034,3042,930,6830,7067,7261
SLC6A16,20,7,19,24,23,7,70,103,168
BICRA,17,26,43,34,38,23,113,216,282
SPHK2,86,92,99,47,86,70,140,104,98
RPL18,2247,1443,1657,933,1939,1039,19266,14926,10692
CA11,25,16,26,12,106,7,203,194,224
ISOC2,216,140,140,105,144,133,174,188,109
U2AF2,1001,1170,1235,448,1043,377,2228,2268,2522
EPN1,602,584,405,286,309,285,949,841,865
MED29,801,513,571,294,622,386,857,655,999
AHRR,58,32,28,26,19,13,14,26,75
GSC2,0,0,1,0,1,1,0,0,0
ZNF275,256,182,207,316,223,129,232,228,384
MTMR1,713,416,699,306,631,269,379,585,605
GPC1,408,318,252,464,187,260,466,818,767
ADCK1,27,21,31,43,34,32,67,74,36
HAGH,229,421,199,61,199,190,350,230,186
RNF4,1514,493,428,285,496,366,1284,967,1520
CASP8,409,279,308,166,376,133,189,225,207
LIMCH1,504,247,480,1408,723,58,892,813,1536
INTS13,425,194,266,147,310,123,315,445,508
TM7SF3,937,331,442,389,511,331,595,515,353
DLX3,13,8,4,5,13,0,33,11,32
SPA17,54,27,22,32,91,37,95,41,61
TSPAN32,10,3,13,15,26,7,3,13,11
CCN5,283,96,78,1184,95,62,112,176,157
DMRT3,7,7,8,9,12,5,46,35,54
ST3GAL6,70,49,55,96,96,32,47,140,63
ATP2C2,67,153,156,99,85,170,271,107,144
NGFR,24,25,44,13,26,15,1005,806,1581
CDON,456,212,155,272,235,56,183,490,467
TAF2,486,632,527,377,479,416,579,674,1126
HIPK2,2346,720,853,975,874,955,1037,1931,3046
TNPO3,1005,473,592,486,593,582,553,577,784
BORCS8_MEF2B,3,1,0,0,1,1,4,3,2
RFXANK,335,287,182,89,204,96,376,360,228
TMEM161A,142,148,139,86,121,76,279,225,189
LPAR2,81,130,52,30,26,29,154,181,121
CTSA,2189,650,699,671,620,192,527,615,589
SUGP2,747,2146,1199,455,809,694,1138,1271,1208
SLC12A2,762,1948,2080,1709,1848,4748,1448,2223,3346
SNX24,159,115,148,89,189,220,74,74,67
EYA2,412,175,188,111,139,11,281,288,486
CNN2,600,363,435,839,370,145,2591,1880,2948
ABCA7,75,79,88,70,79,109,203,152,92
SNCAIP,14,14,39,77,35,14,67,99,140
DDX20,386,191,171,192,263,158,107,246,267
BTBD1,1157,641,710,619,1147,776,555,837,805
FAR2,153,148,131,147,98,384,186,145,137
BCAS1,266,461,499,17,296,37,109,25,82
POU1F1,1,1,1,3,5,1,3,3,2
CHI3L2,202,17,24,149,41,59,1367,1206,301
SBNO2,518,313,363,399,381,401,2404,2354,2956
PMS1,578,170,260,158,280,108,233,237,200
HMG20B,853,331,350,203,395,267,1402,1078,783
CALCRL,472,220,323,363,366,208,523,2289,3013
TAF11,486,161,226,153,236,77,228,257,275
ANKS1A,317,246,272,239,258,89,408,895,1109
AP3D1,1572,543,562,466,501,722,1758,1675,1552
ZNF76,162,123,144,141,125,69,578,513,353
SLC9A3R2,789,465,334,208,958,118,688,543,631
NTHL1,100,58,53,40,87,35,97,73,52
UHRF1BP1,1148,435,461,353,484,294,196,310,415
GNAI3,2803,1148,1078,1062,1236,766,2068,2318,2763
IPO5,2495,1004,1498,939,1595,958,2770,3748,3290
OAT,3739,671,965,936,1863,1674,3701,4366,3755
WDR3,1132,355,364,285,422,348,807,758,1325
PKN2,1180,882,939,698,1203,541,602,1253,1755
WDR18,233,126,103,83,160,136,374,269,134
TRAM2,1035,452,563,820,439,186,256,443,738
NTN1,357,104,73,49,123,141,204,523,312
GLP2R,10,9,5,13,12,6,5,2,2
MCM10,258,93,79,24,68,76,16,35,16
DGKA,330,91,143,119,120,103,221,311,279
ERBB3,3226,3510,3540,1012,3233,1989,1449,1982,1450
ROPN1,0,4,4,3,5,0,59,95,37
ANKRD44,651,218,344,269,386,398,76,130,154
KARS1,1482,536,404,391,678,233,2438,2139,2054
ADAT1,270,179,129,133,204,128,227,264,205
PDIA5,429,129,143,141,281,82,258,322,395
TBC1D22B,91,62,68,53,58,38,438,612,742
NDUFB4,458,324,261,239,253,180,842,611,444
SPEN,707,488,504,670,458,449,1761,3934,5245
MYLK,1119,868,839,1053,721,283,2828,3294,6340
ZC3H15,2064,498,700,371,845,411,1224,1809,1869
MAP2K4,360,215,209,261,360,464,590,826,1132
PACC1,177,79,90,65,113,46,72,155,81
SNAP91,3,5,2,11,30,2,3,8,7
SLK,1595,802,1203,1052,1078,607,1126,2293,4095
CYB5R4,326,186,175,216,212,114,169,231,171
COL17A1,24,82,248,73,180,37,2000,1946,3378
GSTO2,360,91,101,113,243,187,364,318,304
SEC61A2,273,174,137,82,102,82,55,69,60
PRKCQ,46,12,34,33,22,15,37,28,17
TLE2,400,100,176,72,100,79,1025,649,896
ASB1,366,117,171,173,283,81,161,216,282
FAM107B,1153,625,463,664,288,238,1918,1534,2943
ME1,314,21,25,131,61,140,71,54,57
TBC1D1,495,358,301,339,471,130,803,1216,1347
CDK13,1201,820,800,885,701,482,717,1050,1405
MTHFD2,4423,438,635,223,807,441,1626,2187,2706
SLC9A7,941,312,376,337,585,446,529,1275,951
FOXJ2,130,212,165,221,118,119,525,768,1581
YBX1,1949,535,495,294,520,184,3305,3004,2795
PDE4A,127,43,62,112,57,27,157,147,257
PPP2R5A,1320,507,584,758,838,564,822,674,781
CTNNA2,1,6,6,7,7,3,1,2,2
ELAVL1,746,444,520,368,463,309,820,1032,1065
TIE1,154,157,170,124,138,59,481,1075,997
DIP2B,1926,962,812,765,709,604,521,844,1157
SMARCD1,512,228,201,259,294,187,546,657,609
KDM4A,347,181,185,202,205,132,188,260,289
NFYC,598,192,241,199,283,118,588,520,663
ZMYND12,3,6,3,18,31,18,37,26,27
SLC9A3,20,33,13,7,14,7,24,37,13
NGEF,52,12,11,19,9,6,41,19,41
ASPM,817,308,260,130,201,251,17,48,5
CD84,1006,215,288,607,349,265,18,34,43
ELOVL1,3123,574,636,290,759,303,885,834,597
SPI1,194,64,59,135,110,63,46,75,35
ZNRD1,65,31,27,21,24,36,151,152,135
MPPED2,16,27,30,23,27,15,73,84,61
CLDN18,11,8,9,27,15,2,7,5,3
ZBTB11,1100,530,537,383,572,301,1125,1125,1744
ATXN3,435,231,319,299,427,135,137,284,301
GOLGA5,705,290,379,521,487,342,589,625,799
FGFR2,2398,748,267,197,577,207,276,413,638
LRRC40,293,123,166,206,211,93,185,278,237
ISOC1,488,2314,1242,149,776,152,365,420,478
EML1,114,89,142,264,134,29,86,266,293
TRMT11,172,122,191,163,167,49,169,256,167
THUMPD1,983,755,805,654,736,490,437,657,929
MSANTD3,229,143,122,107,133,73,231,358,395
KIF26A,11,27,27,21,27,14,77,123,125
ATG2B,588,477,534,742,571,317,406,675,721
ARFGEF1,1571,1629,1420,1082,1281,1230,834,1353,1705
ACSM2B,7,2,5,2,3,3,0,0,1
ZFAT,69,124,123,86,114,70,89,149,178
MTFR1,357,217,204,205,195,115,203,403,308
STAG3,37,43,46,28,29,17,11,28,45
FECH,869,371,301,189,347,286,174,236,189
MYO9A,518,650,880,940,855,448,401,843,1234
DDX3Y,0,0,0,0,0,0,0,0,0
PFKP,338,69,73,137,273,35,890,1595,2122
IDI1,1657,350,316,206,345,387,1319,1418,892
SP100,1232,468,576,654,606,593,728,1280,1273
KLF6,3661,1621,1553,1471,1695,1017,10177,40625,47623
PLPP1,157,114,124,281,150,91,564,963,1612
NEO1,82,361,276,408,302,303,780,1325,1800
TRAM1,10041,2215,2426,1891,3350,1981,2268,3385,3130
PHKA1,293,244,256,228,266,443,266,305,310
TNFRSF1A,950,391,444,645,572,321,1512,2342,3032
CACNB1,94,49,52,33,85,26,105,140,227
EVI5,263,345,371,424,319,214,209,351,527
STOML1,79,90,83,87,91,28,69,98,73
PKM,6784,3139,3311,3447,6741,2177,11016,8265,8191
DHX29,191,272,315,374,275,340,542,448,557
DNTTIP2,420,363,381,315,463,293,3778,2181,3851
METTL22,106,148,131,92,92,95,123,160,89
TP53BP1,1226,784,861,892,1072,916,601,917,1085
TRO,36,48,49,130,79,29,183,391,286
RRP15,771,302,373,168,326,171,210,317,378
RHOA,5081,4837,3320,3028,3521,2299,8932,7674,7480
DHX8,1167,655,833,466,772,470,490,669,848
PMS2P4,10,9,6,3,14,5,28,12,11
PRKCZ,188,140,93,44,114,43,221,160,169
ZFY,1,0,0,0,0,0,0,0,0
IARS2,1239,933,979,610,794,625,953,994,1011
SYT1,35,26,27,66,24,237,33,95,97
NAV3,33,89,247,367,283,395,116,153,316
IDH3G,257,187,299,164,258,93,960,664,652
ROGDI,48,72,84,24,74,54,125,107,59
PDZD4,3,9,21,22,24,7,98,148,138
ATP2B3,8,14,23,9,26,5,1,0,2
ROCK1,2056,768,928,820,906,446,577,1045,1630
CBFB,1337,421,449,503,522,242,547,931,1460
PDK3,503,460,457,396,559,379,268,163,133
HYAL2,179,105,85,176,176,132,168,476,370
HDAC4,219,92,132,256,135,88,172,276,453
RASSF1,265,113,129,200,187,144,1046,1294,1446
FGFR3,239,726,335,17,158,196,56,44,137
IFI35,600,135,167,144,194,252,312,146,123
HEATR6,492,407,331,154,251,123,76,121,91
COASY,616,372,410,156,369,269,1246,632,566
PLEKHH3,351,133,146,308,146,132,560,554,518
MEF2A,1420,652,812,881,1114,472,661,1704,2496
OTUD5,500,426,429,232,416,193,832,998,1214
TFE3,139,168,133,181,115,124,1288,1296,1661
TBC1D25,103,68,95,76,57,60,310,583,531
ACSL4,1191,302,464,634,434,210,970,1510,1981
INPP5A,372,281,137,118,166,74,154,321,289
GPKOW,318,159,130,126,203,121,211,254,242
GRIPAP1,424,264,256,195,427,206,487,493,557
FTSJ1,153,97,107,134,74,67,335,325,264
PRR11,167,104,108,36,94,49,29,71,25
REEP1,178,123,112,130,241,36,47,38,44
ATP11A,73,104,116,168,138,85,260,807,867
POLR1A,627,583,553,410,539,516,339,578,563
LAPTM4A,7904,2252,3295,2601,4536,1936,5083,5069,5442
TTC7A,690,124,125,172,171,69,382,393,523
IP6K2,300,511,293,371,323,249,1733,1704,2148
STON1_GTF2A1L,3,0,0,0,2,0,0,1,1
SRBD1,456,195,296,161,289,143,139,139,207
KIF2A,497,407,455,331,442,320,261,560,637
RASGRP2,41,33,55,40,62,21,70,76,65
PSME4,3601,919,1063,789,1167,885,2290,5600,5029
IFT80,517,148,170,156,248,108,81,147,157
SIRT2,535,279,301,255,278,158,759,847,833
ERLEC1,2337,712,981,506,1447,764,438,637,612
PPP2R5B,226,116,110,78,123,103,340,496,335
PYGM,27,12,13,21,15,11,166,98,77
PAGE1,1,2,2,2,2,1,0,0,0
PITX1,439,97,106,48,51,142,19,17,5
TRPC7,1,6,5,6,6,4,0,0,0
MAST4,240,461,406,606,432,395,1473,1702,3796
ADGRF5,349,188,227,318,210,104,724,1771,3336
SDK2,43,148,100,59,90,20,107,108,114
ADAM7,1,3,5,2,6,0,0,0,0
NUP133,1480,640,521,698,743,530,582,601,682
NUCKS1,6636,3232,4675,3796,4741,2639,2675,3665,4799
VPS35,3147,1432,1525,812,1894,1169,1533,1745,1807
DNAJA2,686,317,454,265,538,142,1084,1498,1708
BCL3,60,56,41,45,56,31,2460,1404,1948
KCNAB2,292,111,131,190,147,71,80,123,104
ABCC9,308,207,353,453,363,100,125,379,693
GAL,6,1,1,11,3,5,23,23,24
CLEC2D,136,182,189,239,150,104,65,106,83
FUNDC1,393,115,124,66,124,56,87,69,76
MAOB,36,150,100,113,64,495,1056,387,804
RORA,265,439,443,588,447,278,261,1028,1291
DRD4,2,2,7,4,2,1,5,8,0
TGFBR3,2439,168,381,718,1920,81,1117,2593,3868
PLA2G10,6,4,0,1,0,1,8,8,8
HES2,32,15,19,56,54,7,22,14,14
ATP1B3,907,293,222,245,257,228,1436,2201,2189
